id,lat,lng,segment,app_type,acum_total
14992,4.6134070,-74.1690782,on boarding,B2B,
15250,4.5678331,-74.0937304,on boarding,B2B,
15624,4.6221488,-74.1584173,on boarding,B2B,
15778,4.5805828,-74.2150595,on boarding,B2B,
16177,4.6366083,-74.1709150,on boarding,B2B,
16764,4.6056414,-74.2001168,on boarding,B2B,
17184,4.5840305,-74.2160210,on boarding,B2C,
16269,4.6701448,-74.0552393,churn,B2B,666200.08
14200,4.7078879,-74.2245133,on boarding,B2B,
1254,0.0000000,0.0000000,on boarding,B2B,
1287,0.0000000,0.0000000,on boarding,B2B,
15488,4.5759252,-74.1535989,churn,B2B,1618865.44
15141,4.6673637,-74.0642602,on boarding,B2B,
15144,4.6671810,-74.0642680,churn,B2B,1636716.48
17919,4.6414570,-74.1388274,on boarding,B2C,
18023,4.5512205,-74.0863137,on boarding,B2B,
18605,4.6741922,-74.0810540,on boarding,B2B,
18841,4.6037923,-74.0821081,on boarding,B2C,
13328,4.6685470,-74.1169950,churn,B2B,10702165.14
11610,4.5102369,-74.1051035,safe,B2B,16042529.7005
16728,4.6322397,-74.0674984,on boarding,B2B,
10395,4.5827227,-74.2117465,safe,B2B,2732759.8196790903
1618,5.0279780,-73.9833520,churn,B2B,12938148.86
20182,4.6216310,-74.1876182,safe,B2B,1402404.0052644701
